threshold,token_precision,token_recall,token_f1,char_precision,char_recall,char_f1,gc_tot,pc_tot,ov_tot,ans_precision,ans_recall,ans_f1,TP,FP,FN,TN,gold_positive_rate,predicted_positive_rate,cat_A,cat_B,cat_C,cat_D,gate_model,gate_threshold,token_threshold
0.47,0.2957,0.5248,0.3783,0.2971,0.5309,0.381,62074.0,110940.0,32958.0,0.5282,0.5464,0.5372,7958.0,18953.0,7207.0,52589.0,0.1749,0.3104,206,171,184,695,LR,0.47,0.27
0.47,0.3011,0.483,0.371,0.3026,0.4931,0.375,62074.0,101167.0,30611.0,0.5211,0.5252,0.5231,7324.0,16997.0,7841.0,54545.0,0.1749,0.2805,198,179,182,697,LR,0.47,0.29
0.47,0.3065,0.433,0.3589,0.3074,0.4461,0.364,62074.0,90086.0,27690.0,0.519,0.5066,0.5128,6567.0,14859.0,8598.0,56683.0,0.1749,0.2471,191,186,177,702,LR,0.47,0.31
0.47,0.3115,0.3787,0.3418,0.3113,0.3949,0.3482,62074.0,78729.0,24512.0,0.5242,0.4881,0.5055,5743.0,12696.0,9422.0,58846.0,0.1749,0.2127,184,193,167,712,LR,0.47,0.33
0.47,0.3189,0.3214,0.3201,0.3184,0.3399,0.3288,62074.0,66277.0,21100.0,0.5266,0.4721,0.4979,4874.0,10410.0,10291.0,61132.0,0.1749,0.1763,178,199,160,719,LR,0.47,0.35
0.47,0.3279,0.2646,0.2928,0.3258,0.2833,0.3031,62074.0,53964.0,17583.0,0.5327,0.4536,0.49,4012.0,8225.0,11153.0,63317.0,0.1749,0.1411,171,206,150,729,LR,0.47,0.37
0.47,0.3434,0.2131,0.263,0.3398,0.2295,0.2739,62074.0,41919.0,14244.0,0.5342,0.4138,0.4664,3231.0,6177.0,11934.0,65365.0,0.1749,0.1085,156,221,136,743,LR,0.47,0.39
0.49,0.2468,0.7927,0.3764,0.2484,0.7879,0.3777,62074.0,196898.0,48909.0,0.5155,0.6631,0.58,12022.0,36685.0,3143.0,34857.0,0.1749,0.5617,250,127,235,644,LR,0.49,0.05
0.49,0.2564,0.773,0.3851,0.258,0.7681,0.3863,62074.0,184819.0,47682.0,0.5155,0.6631,0.58,11722.0,33992.0,3443.0,37550.0,0.1749,0.5272,250,127,235,644,LR,0.49,0.07
0.49,0.264,0.751,0.3907,0.266,0.7469,0.3923,62074.0,174310.0,46362.0,0.5155,0.6631,0.58,11389.0,31744.0,3776.0,39798.0,0.1749,0.4975,250,127,235,644,LR,0.49,0.09
0.49,0.27,0.7302,0.3942,0.2721,0.7265,0.3959,62074.0,165743.0,45094.0,0.5176,0.6631,0.5814,11073.0,29937.0,4092.0,41605.0,0.1749,0.473,250,127,233,646,LR,0.49,0.11
0.49,0.2742,0.7076,0.3953,0.2762,0.7044,0.3968,62074.0,158303.0,43728.0,0.5189,0.6552,0.5791,10731.0,28400.0,4434.0,43142.0,0.1749,0.4513,247,130,229,650,LR,0.49,0.13
0.49,0.2779,0.6878,0.3959,0.2799,0.6843,0.3972,62074.0,151774.0,42475.0,0.5272,0.6419,0.5789,10430.0,27095.0,4735.0,44447.0,0.1749,0.4328,242,135,217,662,LR,0.49,0.15
0.49,0.2814,0.6682,0.3961,0.2837,0.666,0.3979,62074.0,145730.0,41342.0,0.5312,0.6313,0.577,10133.0,25870.0,5032.0,45672.0,0.1749,0.4152,238,139,210,669,LR,0.49,0.17
0.49,0.2858,0.6485,0.3968,0.2878,0.6467,0.3984,62074.0,139460.0,40143.0,0.5372,0.6127,0.5725,9834.0,24570.0,5331.0,46972.0,0.1749,0.3968,231,146,199,680,LR,0.49,0.19
0.49,0.2886,0.6231,0.3945,0.2905,0.6228,0.3962,62074.0,133066.0,38662.0,0.5433,0.5995,0.57,9449.0,23293.0,5716.0,48249.0,0.1749,0.3776,226,151,190,689,LR,0.49,0.21
0.49,0.2912,0.593,0.3906,0.2929,0.5934,0.3922,62074.0,125740.0,36835.0,0.5416,0.5703,0.5556,8993.0,21886.0,6172.0,49656.0,0.1749,0.3561,215,162,182,697,LR,0.49,0.23
0.49,0.2949,0.5607,0.3865,0.2971,0.5642,0.3893,62074.0,117881.0,35025.0,0.5395,0.5438,0.5416,8503.0,20333.0,6662.0,51209.0,0.1749,0.3326,205,172,175,704,LR,0.49,0.25
0.49,0.2986,0.5223,0.38,0.3003,0.5284,0.3829,62074.0,109246.0,32803.0,0.5426,0.5411,0.5418,7921.0,18604.0,7244.0,52938.0,0.1749,0.3059,204,173,172,707,LR,0.49,0.27
0.49,0.3037,0.4809,0.3723,0.3055,0.4909,0.3766,62074.0,99743.0,30473.0,0.5355,0.5199,0.5276,7293.0,16717.0,7872.0,54825.0,0.1749,0.2769,196,181,170,709,LR,0.49,0.29
0.49,0.3087,0.4314,0.3599,0.3098,0.4443,0.3651,62074.0,89017.0,27579.0,0.5339,0.5013,0.5171,6542.0,14651.0,8623.0,56891.0,0.1749,0.2444,189,188,165,714,LR,0.49,0.31
0.49,0.3134,0.3776,0.3425,0.3134,0.3937,0.349,62074.0,77982.0,24438.0,0.5385,0.4828,0.5091,5727.0,12549.0,9438.0,58993.0,0.1749,0.2108,182,195,156,723,LR,0.49,0.33
0.49,0.3204,0.3207,0.3206,0.32,0.3392,0.3293,62074.0,65799.0,21056.0,0.5415,0.4668,0.5014,4864.0,10315.0,10301.0,61227.0,0.1749,0.1751,176,201,149,730,LR,0.49,0.35
0.49,0.3288,0.2641,0.2929,0.3268,0.2828,0.3032,62074.0,53715.0,17553.0,0.5452,0.4483,0.492,4005.0,8176.0,11160.0,63366.0,0.1749,0.1405,169,208,141,738,LR,0.49,0.37
0.49,0.3438,0.2129,0.2629,0.3401,0.2292,0.2738,62074.0,41835.0,14227.0,0.5423,0.4085,0.466,3228.0,6160.0,11937.0,65382.0,0.1749,0.1083,154,223,130,749,LR,0.49,0.39
0.51,0.2482,0.7744,0.3759,0.2498,0.7698,0.3772,62074.0,191313.0,47787.0,0.5297,0.6393,0.5793,11744.0,35578.0,3421.0,35964.0,0.1749,0.5458,241,136,214,665,LR,0.51,0.05
0.51,0.2571,0.7558,0.3837,0.2587,0.751,0.3848,62074.0,180206.0,46615.0,0.5297,0.6393,0.5793,11462.0,33120.0,3703.0,38422.0,0.1749,0.5142,241,136,214,665,LR,0.51,0.07
0.51,0.2647,0.7352,0.3893,0.2665,0.7309,0.3906,62074.0,170218.0,45371.0,0.5297,0.6393,0.5793,11149.0,30967.0,4016.0,40575.0,0.1749,0.4857,241,136,214,665,LR,0.51,0.09
0.51,0.2707,0.7155,0.3928,0.2728,0.7121,0.3944,62074.0,162058.0,44203.0,0.5308,0.6393,0.58,10850.0,29231.0,4315.0,42311.0,0.1749,0.4623,241,136,213,666,LR,0.51,0.11
0.51,0.2748,0.6934,0.3936,0.2768,0.6905,0.3952,62074.0,154848.0,42859.0,0.5335,0.634,0.5794,10515.0,27751.0,4650.0,43791.0,0.1749,0.4413,239,138,209,670,LR,0.51,0.13
0.51,0.2784,0.6738,0.394,0.2802,0.6706,0.3952,62074.0,148577.0,41629.0,0.5367,0.6207,0.5756,10218.0,26488.0,4947.0,45054.0,0.1749,0.4233,234,143,202,677,LR,0.51,0.15
0.51,0.2818,0.6545,0.3939,0.2838,0.6525,0.3956,62074.0,142713.0,40502.0,0.5412,0.6101,0.5736,9926.0,25303.0,5239.0,46239.0,0.1749,0.4063,230,147,195,684,LR,0.51,0.17
0.51,0.2861,0.6352,0.3945,0.2879,0.6334,0.3958,62074.0,136576.0,39317.0,0.5488,0.5968,0.5718,9633.0,24040.0,5532.0,47502.0,0.1749,0.3884,225,152,185,694,LR,0.51,0.19
0.51,0.2888,0.611,0.3922,0.2906,0.6105,0.3938,62074.0,130419.0,37898.0,0.5542,0.5836,0.5685,9266.0,22817.0,5899.0,48725.0,0.1749,0.37,220,157,177,702,LR,0.51,0.21
0.51,0.2916,0.5824,0.3886,0.2931,0.5824,0.3899,62074.0,123355.0,36152.0,0.5529,0.5544,0.5536,8832.0,21458.0,6333.0,50084.0,0.1749,0.3493,209,168,169,710,LR,0.51,0.23
0.51,0.2953,0.5515,0.3847,0.2974,0.5545,0.3871,62074.0,115753.0,34420.0,0.5525,0.5305,0.5413,8363.0,19953.0,6802.0,51589.0,0.1749,0.3266,200,177,162,717,LR,0.51,0.25
0.51,0.2993,0.5149,0.3785,0.3005,0.5201,0.3809,62074.0,107439.0,32283.0,0.5571,0.5305,0.5435,7809.0,18284.0,7356.0,53258.0,0.1749,0.3009,200,177,159,720,LR,0.51,0.27
0.51,0.3045,0.4748,0.371,0.3059,0.484,0.3749,62074.0,98214.0,30042.0,0.5501,0.5093,0.5289,7201.0,16451.0,7964.0,55091.0,0.1749,0.2728,192,185,157,722,LR,0.51,0.29
0.51,0.3094,0.4266,0.3587,0.3103,0.4387,0.3635,62074.0,87770.0,27232.0,0.5473,0.4907,0.5175,6469.0,14439.0,8696.0,57103.0,0.1749,0.2411,185,192,153,726,LR,0.51,0.31
0.51,0.3141,0.3743,0.3416,0.3141,0.39,0.348,62074.0,77070.0,24210.0,0.5528,0.4721,0.5093,5677.0,12397.0,9488.0,59145.0,0.1749,0.2084,178,199,144,735,LR,0.51,0.33
0.51,0.3213,0.3186,0.3199,0.3209,0.3368,0.3287,62074.0,65159.0,20908.0,0.5559,0.4615,0.5043,4832.0,10209.0,10333.0,61333.0,0.1749,0.1735,174,203,139,740,LR,0.51,0.35
0.51,0.3295,0.2632,0.2927,0.3277,0.2818,0.303,62074.0,53385.0,17493.0,0.5604,0.443,0.4948,3992.0,8122.0,11173.0,63420.0,0.1749,0.1397,167,210,131,748,LR,0.51,0.37
0.51,0.3444,0.2125,0.2628,0.3408,0.2287,0.2737,62074.0,41661.0,14196.0,0.5588,0.4032,0.4684,3222.0,6133.0,11943.0,65409.0,0.1749,0.1079,152,225,120,759,LR,0.51,0.39
0.53,0.2517,0.757,0.3778,0.2534,0.7525,0.3791,62074.0,184331.0,46709.0,0.5478,0.6074,0.5761,11480.0,34132.0,3685.0,37410.0,0.1749,0.526,229,148,189,690,LR,0.53,0.05
0.53,0.2607,0.7393,0.3855,0.2624,0.7345,0.3866,62074.0,173772.0,45594.0,0.5478,0.6074,0.5761,11212.0,31790.0,3953.0,39752.0,0.1749,0.4959,229,148,189,690,LR,0.53,0.07
0.53,0.2682,0.7188,0.3906,0.2701,0.7145,0.392,62074.0,164239.0,44353.0,0.5478,0.6074,0.5761,10900.0,29741.0,4265.0,41801.0,0.1749,0.4687,229,148,189,690,LR,0.53,0.09
0.53,0.274,0.6992,0.3937,0.276,0.696,0.3953,62074.0,156513.0,43203.0,0.5492,0.6074,0.5768,10604.0,28100.0,4561.0,43442.0,0.1749,0.4464,229,148,188,691,LR,0.53,0.11
0.53,0.2779,0.6773,0.3941,0.2798,0.6744,0.3955,62074.0,149603.0,41863.0,0.551,0.6021,0.5754,10272.0,26696.0,4893.0,44846.0,0.1749,0.4264,227,150,185,694,LR,0.53,0.13
0.53,0.2812,0.6579,0.394,0.2831,0.6547,0.3952,62074.0,143581.0,40641.0,0.5509,0.5889,0.5692,9977.0,25497.0,5188.0,46045.0,0.1749,0.4091,222,155,181,698,LR,0.53,0.15
0.53,0.2844,0.6386,0.3935,0.2864,0.6366,0.395,62074.0,137974.0,39514.0,0.5558,0.5809,0.5681,9685.0,24371.0,5480.0,47171.0,0.1749,0.3928,219,158,175,704,LR,0.53,0.17
0.53,0.2886,0.6196,0.3938,0.2904,0.6178,0.3951,62074.0,132030.0,38348.0,0.5658,0.5703,0.568,9396.0,23156.0,5769.0,48386.0,0.1749,0.3754,215,162,165,714,LR,0.53,0.19
0.53,0.2914,0.596,0.3914,0.2931,0.5954,0.3928,62074.0,126085.0,36956.0,0.5691,0.557,0.563,9038.0,21982.0,6127.0,49560.0,0.1749,0.3578,210,167,159,720,LR,0.53,0.21
0.53,0.2941,0.568,0.3875,0.2956,0.568,0.3888,62074.0,119270.0,35257.0,0.567,0.5279,0.5467,8613.0,20674.0,6552.0,50868.0,0.1749,0.3378,199,178,152,727,LR,0.53,0.23
0.53,0.298,0.5381,0.3836,0.3,0.541,0.3859,62074.0,111940.0,33580.0,0.5672,0.504,0.5337,8160.0,19221.0,7005.0,52321.0,0.1749,0.3158,190,187,145,734,LR,0.53,0.25
0.53,0.3018,0.5023,0.377,0.3029,0.5071,0.3792,62074.0,103915.0,31475.0,0.5706,0.504,0.5352,7617.0,17624.0,7548.0,53918.0,0.1749,0.2911,190,187,143,736,LR,0.53,0.27
0.53,0.3073,0.4635,0.3695,0.3086,0.472,0.3732,62074.0,94944.0,29300.0,0.5635,0.4828,0.52,7029.0,15848.0,8136.0,55694.0,0.1749,0.2638,182,195,141,738,LR,0.53,0.29
0.53,0.3127,0.4176,0.3576,0.3134,0.4289,0.3622,62074.0,84940.0,26623.0,0.5609,0.4642,0.508,6333.0,13920.0,8832.0,57622.0,0.1749,0.2336,175,202,137,742,LR,0.53,0.31
0.53,0.3173,0.367,0.3403,0.3171,0.3818,0.3465,62074.0,74724.0,23697.0,0.5676,0.4456,0.4993,5566.0,11978.0,9599.0,59564.0,0.1749,0.2023,168,209,128,751,LR,0.53,0.33
0.53,0.324,0.3131,0.3185,0.3237,0.3307,0.3271,62074.0,63405.0,20525.0,0.5655,0.435,0.4918,4748.0,9905.0,10417.0,61637.0,0.1749,0.169,164,213,126,753,LR,0.53,0.35
0.53,0.3319,0.2594,0.2912,0.3303,0.2773,0.3015,62074.0,52123.0,17216.0,0.5725,0.4191,0.4839,3934.0,7919.0,11231.0,63623.0,0.1749,0.1367,158,219,118,761,LR,0.53,0.37
0.53,0.3467,0.2106,0.2621,0.3435,0.2268,0.2732,62074.0,40982.0,14079.0,0.5737,0.382,0.4586,3194.0,6018.0,11971.0,65524.0,0.1749,0.1062,144,233,107,772,LR,0.53,0.39
0.55,0.2566,0.7424,0.3814,0.2583,0.7376,0.3826,62074.0,177274.0,45785.0,0.5599,0.5703,0.565,11258.0,32613.0,3907.0,38929.0,0.1749,0.506,215,162,169,710,LR,0.55,0.05
0.55,0.2659,0.7262,0.3892,0.2675,0.7213,0.3903,62074.0,167402.0,44777.0,0.5599,0.5703,0.565,11013.0,30412.0,4152.0,41130.0,0.1749,0.4778,215,162,169,710,LR,0.55,0.07
0.55,0.2736,0.7067,0.3944,0.2753,0.7024,0.3956,62074.0,158367.0,43602.0,0.5599,0.5703,0.565,10717.0,28459.0,4448.0,43083.0,0.1749,0.4518,215,162,169,710,LR,0.55,0.09
0.55,0.2795,0.6879,0.3975,0.2814,0.6846,0.3989,62074.0,151008.0,42498.0,0.5614,0.5703,0.5658,10432.0,26891.0,4733.0,44651.0,0.1749,0.4304,215,162,168,711,LR,0.55,0.11
0.55,0.2833,0.6663,0.3976,0.2851,0.6633,0.3988,62074.0,144436.0,41176.0,0.5635,0.565,0.5642,10105.0,25560.0,5060.0,45982.0,0.1749,0.4113,213,164,165,714,LR,0.55,0.13
0.55,0.2867,0.647,0.3973,0.2882,0.6437,0.3982,62074.0,138624.0,39956.0,0.5645,0.557,0.5607,9812.0,24411.0,5353.0,47131.0,0.1749,0.3947,210,167,162,717,LR,0.55,0.15
0.55,0.29,0.628,0.3967,0.2917,0.6258,0.3979,62074.0,133189.0,38849.0,0.5687,0.5491,0.5587,9524.0,23322.0,5641.0,48220.0,0.1749,0.3788,207,170,157,722,LR,0.55,0.17
0.55,0.2943,0.6091,0.3969,0.2957,0.6071,0.3977,62074.0,127432.0,37686.0,0.5767,0.5385,0.5569,9237.0,22148.0,5928.0,49394.0,0.1749,0.362,203,174,149,730,LR,0.55,0.19
0.55,0.2973,0.5862,0.3945,0.2987,0.5855,0.3956,62074.0,121694.0,36347.0,0.5802,0.5279,0.5528,8889.0,21013.0,6276.0,50529.0,0.1749,0.3449,199,178,144,735,LR,0.55,0.21
0.55,0.3,0.5587,0.3904,0.3013,0.5589,0.3916,62074.0,115133.0,34695.0,0.5798,0.5013,0.5377,8472.0,19768.0,6693.0,51774.0,0.1749,0.3257,189,188,137,742,LR,0.55,0.23
0.55,0.3037,0.5294,0.386,0.3057,0.5325,0.3884,62074.0,108136.0,33055.0,0.5801,0.4801,0.5254,8028.0,18406.0,7137.0,53136.0,0.1749,0.3049,181,196,131,748,LR,0.55,0.25
0.55,0.3069,0.4942,0.3787,0.3082,0.499,0.381,62074.0,100512.0,30974.0,0.5839,0.4801,0.5269,7494.0,16922.0,7671.0,54620.0,0.1749,0.2816,181,196,129,750,LR,0.55,0.27
0.55,0.3116,0.456,0.3702,0.3134,0.4646,0.3743,62074.0,92012.0,28837.0,0.5767,0.4589,0.5111,6915.0,15274.0,8250.0,56268.0,0.1749,0.2559,173,204,127,752,LR,0.55,0.29
0.55,0.3162,0.4112,0.3575,0.3174,0.4226,0.3625,62074.0,82655.0,26231.0,0.5744,0.4403,0.4985,6236.0,13487.0,8929.0,58055.0,0.1749,0.2275,166,211,123,756,LR,0.55,0.31
0.55,0.3195,0.3618,0.3393,0.3199,0.3765,0.3459,62074.0,73045.0,23369.0,0.5824,0.4218,0.4892,5486.0,11683.0,9679.0,59859.0,0.1749,0.198,159,218,114,765,LR,0.55,0.33
0.55,0.3262,0.3099,0.3178,0.3262,0.3273,0.3267,62074.0,62285.0,20315.0,0.5805,0.4111,0.4814,4699.0,9705.0,10466.0,61837.0,0.1749,0.1661,155,222,112,767,LR,0.55,0.35
0.55,0.3339,0.258,0.291,0.3324,0.2758,0.3015,62074.0,51507.0,17120.0,0.5882,0.3979,0.4747,3912.0,7805.0,11253.0,63737.0,0.1749,0.1351,150,227,105,774,LR,0.55,0.37
0.55,0.3484,0.2101,0.2621,0.3454,0.2262,0.2733,62074.0,40652.0,14040.0,0.5862,0.3607,0.4466,3186.0,5958.0,11979.0,65584.0,0.1749,0.1055,136,241,96,783,LR,0.55,0.39
0.57,0.2599,0.7266,0.3828,0.2614,0.7219,0.3838,62074.0,171404.0,44809.0,0.567,0.5385,0.5524,11019.0,31385.0,4146.0,40157.0,0.1749,0.489,203,174,155,724,LR,0.57,0.05
0.57,0.2695,0.713,0.3911,0.271,0.7081,0.392,62074.0,162171.0,43955.0,0.567,0.5385,0.5524,10812.0,29314.0,4353.0,42228.0,0.1749,0.4628,203,174,155,724,LR,0.57,0.07
0.57,0.2773,0.6948,0.3964,0.2792,0.6906,0.3976,62074.0,153556.0,42867.0,0.567,0.5385,0.5524,10536.0,27453.0,4629.0,44089.0,0.1749,0.4381,203,174,155,724,LR,0.57,0.09
0.57,0.2833,0.6765,0.3993,0.2853,0.6733,0.4008,62074.0,146499.0,41796.0,0.5686,0.5385,0.5531,10259.0,25958.0,4906.0,45584.0,0.1749,0.4177,203,174,154,725,LR,0.57,0.11
0.57,0.2868,0.6552,0.399,0.2887,0.6523,0.4002,62074.0,140271.0,40491.0,0.5722,0.5358,0.5534,9936.0,24708.0,5229.0,46834.0,0.1749,0.3996,202,175,151,728,LR,0.57,0.13
0.57,0.2899,0.6361,0.3983,0.2916,0.6331,0.3993,62074.0,134769.0,39296.0,0.5718,0.5279,0.549,9647.0,23626.0,5518.0,47916.0,0.1749,0.3837,199,178,149,730,LR,0.57,0.15
0.57,0.293,0.6175,0.3975,0.2949,0.6157,0.3988,62074.0,129583.0,38219.0,0.5748,0.5199,0.546,9365.0,22595.0,5800.0,48947.0,0.1749,0.3686,196,181,145,734,LR,0.57,0.17
0.57,0.2971,0.5988,0.3972,0.2988,0.5973,0.3983,62074.0,124088.0,37074.0,0.5826,0.5146,0.5465,9081.0,21480.0,6084.0,50062.0,0.1749,0.3525,194,183,139,740,LR,0.57,0.19
0.57,0.2999,0.5766,0.3946,0.3015,0.5763,0.3959,62074.0,118656.0,35772.0,0.5864,0.504,0.5421,8744.0,20414.0,6421.0,51128.0,0.1749,0.3363,190,187,134,745,LR,0.57,0.21
0.57,0.3024,0.5498,0.3902,0.304,0.5503,0.3916,62074.0,112380.0,34158.0,0.5858,0.4801,0.5277,8337.0,19231.0,6828.0,52311.0,0.1749,0.3179,181,196,128,751,LR,0.57,0.23
0.57,0.3057,0.5212,0.3853,0.3079,0.5246,0.388,62074.0,105775.0,32566.0,0.5878,0.4615,0.5171,7904.0,17955.0,7261.0,53587.0,0.1749,0.2982,174,203,122,757,LR,0.57,0.25
0.57,0.3086,0.4866,0.3777,0.3101,0.4916,0.3803,62074.0,98391.0,30513.0,0.5918,0.4615,0.5186,7379.0,16530.0,7786.0,55012.0,0.1749,0.2757,174,203,120,759,LR,0.57,0.27
0.57,0.313,0.4492,0.3689,0.3149,0.4575,0.3731,62074.0,90164.0,28397.0,0.5845,0.4403,0.5023,6812.0,14955.0,8353.0,56587.0,0.1749,0.251,166,211,118,761,LR,0.57,0.29
0.57,0.3173,0.4054,0.356,0.3188,0.4166,0.3612,62074.0,81133.0,25863.0,0.5818,0.4244,0.4908,6148.0,13231.0,9017.0,58311.0,0.1749,0.2235,160,217,115,764,LR,0.57,0.31
0.57,0.3204,0.3571,0.3378,0.3211,0.3717,0.3446,62074.0,71853.0,23073.0,0.5885,0.4058,0.4804,5416.0,11490.0,9749.0,60052.0,0.1749,0.195,153,224,107,772,LR,0.57,0.33
0.57,0.3271,0.3069,0.3167,0.3273,0.3239,0.3256,62074.0,61433.0,20108.0,0.5866,0.3952,0.4723,4654.0,9576.0,10511.0,61966.0,0.1749,0.1641,149,228,105,774,LR,0.57,0.35
0.57,0.3344,0.2559,0.2899,0.3329,0.2732,0.3001,62074.0,50932.0,16956.0,0.5926,0.382,0.4645,3881.0,7726.0,11284.0,63816.0,0.1749,0.1339,144,233,99,780,LR,0.57,0.37
0.57,0.3488,0.2091,0.2615,0.3455,0.2247,0.2723,62074.0,40370.0,13949.0,0.5893,0.3501,0.4393,3171.0,5921.0,11994.0,65621.0,0.1749,0.1049,132,245,92,787,LR,0.57,0.39
0.59,0.2625,0.7132,0.3838,0.2644,0.7095,0.3852,62074.0,166563.0,44039.0,0.5769,0.5172,0.5455,10815.0,30384.0,4350.0,41158.0,0.1749,0.4752,195,182,143,736,LR,0.59,0.05
0.59,0.2713,0.6998,0.391,0.2732,0.6959,0.3924,62074.0,158102.0,43196.0,0.5769,0.5172,0.5455,10612.0,28502.0,4553.0,43040.0,0.1749,0.4511,195,182,143,736,LR,0.59,0.07
0.59,0.2784,0.682,0.3954,0.2806,0.6785,0.397,62074.0,150123.0,42120.0,0.5769,0.5172,0.5455,10343.0,26809.0,4822.0,44733.0,0.1749,0.4285,195,182,143,736,LR,0.59,0.09
0.59,0.2836,0.6641,0.3975,0.286,0.6617,0.3994,62074.0,143633.0,41075.0,0.5786,0.5172,0.5462,10071.0,25436.0,5094.0,46106.0,0.1749,0.4095,195,182,142,737,LR,0.59,0.11
0.59,0.287,0.6438,0.397,0.2892,0.6416,0.3986,62074.0,137741.0,39828.0,0.5791,0.5146,0.5449,9763.0,24252.0,5402.0,47290.0,0.1749,0.3923,194,183,141,738,LR,0.59,0.13
0.59,0.29,0.6251,0.3962,0.2919,0.623,0.3976,62074.0,132454.0,38669.0,0.577,0.5066,0.5395,9480.0,23211.0,5685.0,48331.0,0.1749,0.377,191,186,140,739,LR,0.59,0.15
0.59,0.2931,0.607,0.3953,0.2954,0.6061,0.3972,62074.0,127384.0,37624.0,0.5785,0.4987,0.5356,9205.0,22203.0,5960.0,49339.0,0.1749,0.3622,188,189,137,742,LR,0.59,0.17
0.59,0.2972,0.5885,0.3949,0.2992,0.5881,0.3966,62074.0,122015.0,36507.0,0.5857,0.4987,0.5387,8925.0,21109.0,6240.0,50433.0,0.1749,0.3464,188,189,133,746,LR,0.59,0.19
0.59,0.2999,0.5667,0.3922,0.3019,0.5676,0.3942,62074.0,116701.0,35234.0,0.5897,0.4881,0.5341,8594.0,20062.0,6571.0,51480.0,0.1749,0.3305,184,193,128,751,LR,0.59,0.21
0.59,0.3024,0.5403,0.3878,0.3044,0.5419,0.3898,62074.0,110513.0,33638.0,0.592,0.4695,0.5237,8194.0,18901.0,6971.0,52641.0,0.1749,0.3125,177,200,122,757,LR,0.59,0.23
0.59,0.3056,0.5122,0.3828,0.3083,0.5166,0.3861,62074.0,104022.0,32065.0,0.5923,0.4509,0.512,7768.0,17650.0,7397.0,53892.0,0.1749,0.2931,170,207,117,762,LR,0.59,0.25
0.59,0.3086,0.4784,0.3752,0.3107,0.4843,0.3785,62074.0,96764.0,30061.0,0.5965,0.4509,0.5136,7255.0,16255.0,7910.0,55287.0,0.1749,0.2711,170,207,115,764,LR,0.59,0.27
0.59,0.313,0.4419,0.3664,0.3156,0.4509,0.3713,62074.0,88681.0,27989.0,0.5891,0.4297,0.4969,6701.0,14711.0,8464.0,56831.0,0.1749,0.2469,162,215,113,766,LR,0.59,0.29
0.59,0.317,0.3987,0.3532,0.3193,0.4107,0.3593,62074.0,79852.0,25495.0,0.5865,0.4138,0.4852,6047.0,13031.0,9118.0,58511.0,0.1749,0.22,156,221,110,769,LR,0.59,0.31
0.59,0.3198,0.3511,0.3347,0.3213,0.3662,0.3422,62074.0,70753.0,22730.0,0.5936,0.3952,0.4745,5324.0,11325.0,9841.0,60217.0,0.1749,0.192,149,228,102,777,LR,0.59,0.33
0.59,0.3259,0.3018,0.3134,0.3267,0.319,0.3228,62074.0,60601.0,19801.0,0.5918,0.3846,0.4662,4577.0,9469.0,10588.0,62073.0,0.1749,0.162,145,232,100,779,LR,0.59,0.35
0.59,0.333,0.2523,0.2871,0.3322,0.2696,0.2976,62074.0,50388.0,16737.0,0.5983,0.3714,0.4583,3826.0,7662.0,11339.0,63880.0,0.1749,0.1325,140,237,94,785,LR,0.59,0.37
0.59,0.3468,0.2065,0.2588,0.3439,0.222,0.2698,62074.0,40069.0,13778.0,0.5953,0.3395,0.4324,3131.0,5897.0,12034.0,65645.0,0.1749,0.1041,128,249,87,792,LR,0.59,0.39
0.61,0.2676,0.7013,0.3873,0.2697,0.6978,0.389,62074.0,160607.0,43315.0,0.5968,0.4987,0.5434,10635.0,29113.0,4530.0,42429.0,0.1749,0.4584,188,189,127,752,LR,0.61,0.05
0.61,0.2764,0.688,0.3944,0.2786,0.6844,0.396,62074.0,152473.0,42481.0,0.5968,0.4987,0.5434,10434.0,27312.0,4731.0,44230.0,0.1749,0.4353,188,189,127,752,LR,0.61,0.07
0.61,0.2837,0.6707,0.3988,0.2862,0.6675,0.4006,62074.0,144774.0,41436.0,0.5968,0.4987,0.5434,10171.0,25678.0,4994.0,45864.0,0.1749,0.4134,188,189,127,752,LR,0.61,0.09
0.61,0.2892,0.6533,0.4009,0.2918,0.6511,0.403,62074.0,138498.0,40417.0,0.5987,0.4987,0.5441,9907.0,24349.0,5258.0,47193.0,0.1749,0.3951,188,189,126,753,LR,0.61,0.11
0.61,0.2928,0.6334,0.4005,0.2952,0.6314,0.4023,62074.0,132779.0,39196.0,0.5994,0.496,0.5428,9606.0,23202.0,5559.0,48340.0,0.1749,0.3784,187,190,125,754,LR,0.61,0.13
0.61,0.296,0.6152,0.3997,0.2982,0.613,0.4012,62074.0,127614.0,38054.0,0.5987,0.4907,0.5394,9329.0,22188.0,5836.0,49354.0,0.1749,0.3635,185,192,124,755,LR,0.61,0.15
0.61,0.2993,0.5974,0.3988,0.3019,0.5965,0.4009,62074.0,122650.0,37027.0,0.6007,0.4828,0.5353,9059.0,21204.0,6106.0,50338.0,0.1749,0.349,182,195,121,758,LR,0.61,0.17
0.61,0.3037,0.5793,0.3985,0.306,0.579,0.4004,62074.0,117438.0,35938.0,0.6067,0.4828,0.5377,8785.0,20137.0,6380.0,51405.0,0.1749,0.3336,182,195,118,761,LR,0.61,0.19
