threshold,token_precision,token_recall,token_f1,char_precision,char_recall,char_f1,gc_tot,pc_tot,ov_tot,ans_precision,ans_recall,ans_f1,TP,FP,FN,TN,gold_positive_rate,predicted_positive_rate,cat_A,cat_B,cat_C,cat_D,gate_model,gate_threshold,token_threshold
0.65,0.2799,0.5959,0.3809,0.2815,0.5919,0.3816,62074.0,130514.0,36742.0,0.6091,0.3926,0.4774,9037.0,23252.0,6128.0,48290.0,0.1749,0.3724,148,229,95,784,HG,0.65,0.05
0.65,0.2866,0.5896,0.3857,0.2882,0.5856,0.3863,62074.0,126139.0,36350.0,0.6116,0.3926,0.4782,8942.0,22262.0,6223.0,49280.0,0.1749,0.3599,148,229,94,785,HG,0.65,0.07
0.65,0.292,0.5802,0.3885,0.2937,0.5763,0.3891,62074.0,121813.0,35775.0,0.6116,0.3926,0.4782,8799.0,21336.0,6366.0,50206.0,0.1749,0.3475,148,229,94,785,HG,0.65,0.09
0.65,0.2976,0.5714,0.3914,0.2995,0.5685,0.3923,62074.0,117832.0,35288.0,0.6151,0.3899,0.4773,8666.0,20451.0,6499.0,51091.0,0.1749,0.3358,147,230,92,787,HG,0.65,0.11
0.65,0.3017,0.5605,0.3923,0.3035,0.5578,0.3932,62074.0,114075.0,34627.0,0.6134,0.3873,0.4748,8500.0,19674.0,6665.0,51868.0,0.1749,0.3249,146,231,92,787,HG,0.65,0.13
0.65,0.3049,0.5479,0.3917,0.3065,0.5455,0.3925,62074.0,110474.0,33860.0,0.6186,0.3873,0.4763,8309.0,18946.0,6856.0,52596.0,0.1749,0.3143,146,231,90,789,HG,0.65,0.15
0.65,0.3085,0.5342,0.3911,0.3103,0.5329,0.3922,62074.0,106609.0,33080.0,0.617,0.3846,0.4739,8101.0,18161.0,7064.0,53381.0,0.1749,0.3029,145,232,90,789,HG,0.65,0.17
0.65,0.3129,0.5186,0.3903,0.3147,0.5184,0.3916,62074.0,102253.0,32178.0,0.618,0.382,0.4721,7864.0,17271.0,7301.0,54271.0,0.1749,0.2899,144,233,89,790,HG,0.65,0.19
0.65,0.3169,0.501,0.3882,0.3191,0.5022,0.3902,62074.0,97715.0,31176.0,0.6217,0.3793,0.4712,7597.0,16373.0,7568.0,55169.0,0.1749,0.2764,143,234,87,792,HG,0.65,0.21
0.65,0.3202,0.4783,0.3836,0.3223,0.4802,0.3857,62074.0,92465.0,29805.0,0.6272,0.3793,0.4727,7254.0,15400.0,7911.0,56142.0,0.1749,0.2613,143,234,85,794,HG,0.65,0.23
0.65,0.3248,0.4557,0.3793,0.3274,0.4594,0.3824,62074.0,87093.0,28518.0,0.6273,0.366,0.4623,6911.0,14365.0,8254.0,57177.0,0.1749,0.2454,138,239,82,797,HG,0.65,0.25
0.65,0.3294,0.4295,0.3729,0.3314,0.434,0.3758,62074.0,81286.0,26938.0,0.6301,0.366,0.4631,6513.0,13258.0,8652.0,58284.0,0.1749,0.228,138,239,81,798,HG,0.65,0.27
0.65,0.3343,0.3995,0.364,0.3371,0.4065,0.3685,62074.0,74860.0,25233.0,0.6262,0.3554,0.4535,6058.0,12061.0,9107.0,59481.0,0.1749,0.209,134,243,80,799,HG,0.65,0.29
0.65,0.3389,0.3637,0.3508,0.3423,0.3744,0.3576,62074.0,67896.0,23239.0,0.6275,0.3395,0.4406,5515.0,10760.0,9650.0,60782.0,0.1749,0.1877,128,249,76,803,HG,0.65,0.31
0.65,0.3427,0.3232,0.3327,0.3455,0.3365,0.341,62074.0,60460.0,20889.0,0.6349,0.3183,0.424,4901.0,9399.0,10264.0,62143.0,0.1749,0.1649,120,257,69,810,HG,0.65,0.33
0.65,0.3488,0.2808,0.3111,0.3505,0.296,0.3209,62074.0,52418.0,18371.0,0.6359,0.3103,0.4171,4258.0,7948.0,10907.0,63594.0,0.1749,0.1408,117,260,67,812,HG,0.65,0.35
0.65,0.357,0.2377,0.2854,0.3565,0.2529,0.2959,62074.0,44040.0,15700.0,0.6497,0.305,0.4152,3605.0,6494.0,11560.0,65048.0,0.1749,0.1165,115,262,62,817,HG,0.65,0.37
0.65,0.3717,0.1979,0.2583,0.3683,0.211,0.2683,62074.0,35559.0,13098.0,0.6481,0.2785,0.3896,3001.0,5073.0,12164.0,66469.0,0.1749,0.0931,105,272,57,822,HG,0.65,0.39
0.67,0.2823,0.5832,0.3805,0.2841,0.5793,0.3813,62074.0,126577.0,35962.0,0.6114,0.3714,0.462,8844.0,22483.0,6321.0,49059.0,0.1749,0.3613,140,237,89,790,HG,0.67,0.05
0.67,0.2888,0.5774,0.385,0.2905,0.5734,0.3856,62074.0,122526.0,35595.0,0.614,0.3714,0.4628,8756.0,21567.0,6409.0,49975.0,0.1749,0.3497,140,237,88,791,HG,0.67,0.07
0.67,0.2937,0.5683,0.3873,0.2956,0.5645,0.388,62074.0,118539.0,35040.0,0.614,0.3714,0.4628,8619.0,20726.0,6546.0,50816.0,0.1749,0.3384,140,237,88,791,HG,0.67,0.09
0.67,0.2991,0.56,0.39,0.3013,0.5573,0.3911,62074.0,114812.0,34592.0,0.615,0.3687,0.461,8493.0,19900.0,6672.0,51642.0,0.1749,0.3275,139,238,87,792,HG,0.67,0.11
0.67,0.303,0.5495,0.3906,0.3052,0.5471,0.3918,62074.0,111286.0,33959.0,0.6133,0.366,0.4585,8333.0,19172.0,6832.0,52370.0,0.1749,0.3172,138,239,87,792,HG,0.67,0.13
0.67,0.3061,0.5374,0.39,0.3081,0.5355,0.3912,62074.0,107872.0,33238.0,0.6188,0.366,0.46,8150.0,18475.0,7015.0,53067.0,0.1749,0.3071,138,239,85,794,HG,0.67,0.15
0.67,0.3096,0.5242,0.3893,0.3119,0.5235,0.3909,62074.0,104194.0,32493.0,0.6171,0.3634,0.4574,7950.0,17725.0,7215.0,53817.0,0.1749,0.2961,137,240,85,794,HG,0.67,0.17
0.67,0.3141,0.5095,0.3886,0.3162,0.5098,0.3903,62074.0,100077.0,31647.0,0.6199,0.3634,0.4582,7727.0,16873.0,7438.0,54669.0,0.1749,0.2837,137,240,84,795,HG,0.67,0.19
0.67,0.3183,0.4926,0.3867,0.3207,0.4942,0.389,62074.0,95677.0,30679.0,0.6227,0.3634,0.459,7470.0,15998.0,7695.0,55544.0,0.1749,0.2707,137,240,83,796,HG,0.67,0.21
0.67,0.3217,0.4708,0.3822,0.3239,0.4728,0.3844,62074.0,90600.0,29346.0,0.6284,0.3634,0.4605,7140.0,15058.0,8025.0,56484.0,0.1749,0.256,137,240,81,798,HG,0.67,0.23
0.67,0.3263,0.4487,0.3778,0.329,0.4523,0.3809,62074.0,85346.0,28079.0,0.6256,0.3501,0.449,6804.0,14049.0,8361.0,57493.0,0.1749,0.2405,132,245,79,800,HG,0.67,0.25
0.67,0.3309,0.4232,0.3714,0.3328,0.4274,0.3742,62074.0,79716.0,26528.0,0.6286,0.3501,0.4497,6418.0,12976.0,8747.0,58566.0,0.1749,0.2237,132,245,78,801,HG,0.67,0.27
0.67,0.3357,0.3936,0.3623,0.3384,0.4002,0.3667,62074.0,73411.0,24841.0,0.6244,0.3395,0.4399,5969.0,11813.0,9196.0,59729.0,0.1749,0.2051,128,249,77,802,HG,0.67,0.29
0.67,0.3402,0.3585,0.3491,0.3435,0.3688,0.3557,62074.0,66632.0,22891.0,0.6256,0.3236,0.4266,5437.0,10545.0,9728.0,60997.0,0.1749,0.1843,122,255,73,806,HG,0.67,0.31
0.67,0.344,0.3186,0.3308,0.3467,0.3315,0.3389,62074.0,59351.0,20577.0,0.6333,0.3024,0.4093,4832.0,9215.0,10333.0,62327.0,0.1749,0.162,114,263,66,813,HG,0.67,0.33
0.67,0.3498,0.2772,0.3093,0.3517,0.2922,0.3192,62074.0,51575.0,18138.0,0.6364,0.2971,0.4051,4203.0,7811.0,10962.0,63731.0,0.1749,0.1386,112,265,64,815,HG,0.67,0.35
0.67,0.3573,0.2349,0.2834,0.3568,0.2498,0.2938,62074.0,43459.0,15505.0,0.6509,0.2918,0.4029,3562.0,6407.0,11603.0,65135.0,0.1749,0.115,110,267,59,820,HG,0.67,0.37
0.67,0.3716,0.196,0.2566,0.3682,0.2088,0.2665,62074.0,35201.0,12961.0,0.6452,0.2653,0.3759,2972.0,5025.0,12193.0,66517.0,0.1749,0.0922,100,277,55,824,HG,0.67,0.39
0.69,0.2839,0.5746,0.38,0.2855,0.5709,0.3806,62074.0,124139.0,35437.0,0.6244,0.366,0.4615,8714.0,21983.0,6451.0,49559.0,0.1749,0.354,138,239,83,796,HG,0.69,0.05
0.69,0.2902,0.5688,0.3843,0.2917,0.565,0.3847,62074.0,120238.0,35070.0,0.6273,0.366,0.4623,8626.0,21102.0,6539.0,50440.0,0.1749,0.3429,138,239,82,797,HG,0.69,0.07
0.69,0.295,0.5598,0.3863,0.2966,0.556,0.3868,62074.0,116381.0,34515.0,0.6273,0.366,0.4623,8489.0,20292.0,6676.0,51250.0,0.1749,0.3319,138,239,82,797,HG,0.69,0.09
0.69,0.3003,0.5515,0.3888,0.3021,0.5488,0.3897,62074.0,112750.0,34067.0,0.6284,0.3634,0.4605,8363.0,19487.0,6802.0,52055.0,0.1749,0.3212,137,240,81,798,HG,0.69,0.11
0.69,0.3041,0.5409,0.3893,0.3059,0.5386,0.3902,62074.0,109280.0,33434.0,0.6267,0.3607,0.4579,8203.0,18772.0,6962.0,52770.0,0.1749,0.3111,136,241,81,798,HG,0.69,0.13
0.69,0.3072,0.5288,0.3887,0.3089,0.527,0.3895,62074.0,105893.0,32713.0,0.6326,0.3607,0.4595,8020.0,18086.0,7145.0,53456.0,0.1749,0.3011,136,241,79,800,HG,0.69,0.15
0.69,0.3107,0.5157,0.3878,0.3127,0.515,0.3891,62074.0,102244.0,31968.0,0.6308,0.3581,0.4569,7820.0,17345.0,7345.0,54197.0,0.1749,0.2902,135,242,79,800,HG,0.69,0.17
0.69,0.3153,0.501,0.3871,0.3171,0.5014,0.3885,62074.0,98147.0,31125.0,0.6338,0.3581,0.4576,7598.0,16498.0,7567.0,55044.0,0.1749,0.2779,135,242,78,801,HG,0.69,0.19
0.69,0.3195,0.4841,0.385,0.3215,0.4858,0.387,62074.0,93793.0,30158.0,0.6368,0.3581,0.4584,7342.0,15635.0,7823.0,55907.0,0.1749,0.265,135,242,77,802,HG,0.69,0.21
0.69,0.323,0.463,0.3806,0.3249,0.4648,0.3824,62074.0,88812.0,28851.0,0.6429,0.3581,0.46,7021.0,14713.0,8144.0,56829.0,0.1749,0.2507,135,242,75,804,HG,0.69,0.23
0.69,0.3281,0.4418,0.3765,0.3303,0.4452,0.3792,62074.0,83685.0,27637.0,0.6373,0.3448,0.4475,6700.0,13722.0,8465.0,57820.0,0.1749,0.2355,130,247,74,805,HG,0.69,0.25
0.69,0.3329,0.4168,0.3701,0.3341,0.4206,0.3724,62074.0,78145.0,26107.0,0.6404,0.3448,0.4483,6321.0,12669.0,8844.0,58873.0,0.1749,0.219,130,247,73,806,HG,0.69,0.27
0.69,0.3376,0.3876,0.3609,0.3399,0.3939,0.3649,62074.0,71941.0,24453.0,0.6364,0.3342,0.4383,5878.0,11532.0,9287.0,60010.0,0.1749,0.2008,126,251,72,807,HG,0.69,0.29
0.69,0.3422,0.3531,0.3476,0.3451,0.3631,0.3539,62074.0,65306.0,22540.0,0.6383,0.3183,0.4248,5355.0,10294.0,9810.0,61248.0,0.1749,0.1805,120,257,68,811,HG,0.69,0.31
0.69,0.3462,0.3142,0.3294,0.3486,0.3267,0.3373,62074.0,58178.0,20280.0,0.6437,0.2971,0.4065,4765.0,8998.0,10400.0,62544.0,0.1749,0.1587,112,265,62,817,HG,0.69,0.33
0.69,0.3519,0.2733,0.3077,0.3535,0.2881,0.3174,62074.0,50589.0,17882.0,0.6471,0.2918,0.4022,4145.0,7635.0,11020.0,63907.0,0.1749,0.1359,110,267,60,819,HG,0.69,0.35
0.69,0.3594,0.2321,0.2821,0.358,0.2463,0.2918,62074.0,42699.0,15288.0,0.6585,0.2865,0.3993,3520.0,6273.0,11645.0,65269.0,0.1749,0.1129,108,269,56,823,HG,0.69,0.37
0.69,0.3734,0.1938,0.2552,0.3689,0.2059,0.2643,62074.0,34645.0,12780.0,0.6533,0.2599,0.3719,2939.0,4931.0,12226.0,66611.0,0.1749,0.0908,98,279,52,827,HG,0.69,0.39
0.71,0.2881,0.5533,0.3789,0.2899,0.5504,0.3798,62074.0,117840.0,34163.0,0.6238,0.3342,0.4352,8391.0,20732.0,6774.0,50810.0,0.1749,0.3359,126,251,76,803,HG,0.71,0.05
0.71,0.2943,0.5482,0.383,0.2961,0.5452,0.3837,62074.0,114305.0,33840.0,0.6269,0.3342,0.436,8313.0,19933.0,6852.0,51609.0,0.1749,0.3258,126,251,75,804,HG,0.71,0.07
0.71,0.2991,0.5401,0.385,0.3009,0.5372,0.3858,62074.0,110800.0,33345.0,0.6269,0.3342,0.436,8191.0,19196.0,6974.0,52346.0,0.1749,0.3159,126,251,75,804,HG,0.71,0.09
0.71,0.3043,0.5325,0.3873,0.3064,0.5307,0.3885,62074.0,107509.0,32944.0,0.625,0.3316,0.4333,8075.0,18464.0,7090.0,53078.0,0.1749,0.3061,125,252,75,804,HG,0.71,0.11
0.71,0.3076,0.522,0.3871,0.3098,0.5206,0.3885,62074.0,104306.0,32318.0,0.6231,0.3289,0.4306,7916.0,17816.0,7249.0,53726.0,0.1749,0.2968,124,253,75,804,HG,0.71,0.13
0.71,0.3105,0.5103,0.386,0.3125,0.5092,0.3873,62074.0,101158.0,31608.0,0.6294,0.3289,0.4321,7738.0,17187.0,7427.0,54355.0,0.1749,0.2875,124,253,73,806,HG,0.71,0.15
0.71,0.314,0.4977,0.385,0.3162,0.4978,0.3867,62074.0,97716.0,30899.0,0.6294,0.3289,0.4321,7548.0,16494.0,7617.0,55048.0,0.1749,0.2773,124,253,73,806,HG,0.71,0.17
0.71,0.3182,0.4836,0.3838,0.3203,0.4844,0.3856,62074.0,93892.0,30070.0,0.6327,0.3289,0.4328,7334.0,15718.0,7831.0,55824.0,0.1749,0.2659,124,253,72,807,HG,0.71,0.19
0.71,0.3222,0.4675,0.3815,0.3245,0.4696,0.3838,62074.0,89831.0,29147.0,0.6359,0.3289,0.4336,7090.0,14918.0,8075.0,56624.0,0.1749,0.2538,124,253,71,808,HG,0.71,0.21
0.71,0.3255,0.4469,0.3767,0.3277,0.449,0.3788,62074.0,85061.0,27871.0,0.6425,0.3289,0.4351,6777.0,14041.0,8388.0,57501.0,0.1749,0.2401,124,253,69,810,HG,0.71,0.23
0.71,0.3302,0.4263,0.3722,0.3326,0.4298,0.375,62074.0,80229.0,26682.0,0.6349,0.3183,0.424,6465.0,13114.0,8700.0,58428.0,0.1749,0.2258,120,257,69,810,HG,0.71,0.25
0.71,0.3349,0.4022,0.3655,0.3363,0.4058,0.3678,62074.0,74895.0,25187.0,0.6383,0.3183,0.4248,6100.0,12114.0,9065.0,59428.0,0.1749,0.2101,120,257,68,811,HG,0.71,0.27
0.71,0.3397,0.3746,0.3563,0.3419,0.3802,0.3601,62074.0,69027.0,23602.0,0.6339,0.3077,0.4143,5681.0,11042.0,9484.0,60500.0,0.1749,0.1929,116,261,67,812,HG,0.71,0.29
0.71,0.3443,0.3417,0.343,0.3474,0.351,0.3492,62074.0,62715.0,21786.0,0.64,0.2971,0.4058,5182.0,9869.0,9983.0,61673.0,0.1749,0.1736,112,265,63,816,HG,0.71,0.31
0.71,0.349,0.3052,0.3257,0.3514,0.3169,0.3332,62074.0,55973.0,19669.0,0.642,0.2759,0.3859,4629.0,8634.0,10536.0,62908.0,0.1749,0.153,104,273,58,821,HG,0.71,0.33
0.71,0.3551,0.2663,0.3043,0.3567,0.2801,0.3138,62074.0,48748.0,17386.0,0.6478,0.2732,0.3843,4038.0,7335.0,11127.0,64207.0,0.1749,0.1312,103,274,56,823,HG,0.71,0.35
0.71,0.3636,0.2269,0.2794,0.3621,0.2403,0.2889,62074.0,41189.0,14915.0,0.6601,0.2679,0.3811,3441.0,6023.0,11724.0,65519.0,0.1749,0.1091,101,276,52,827,HG,0.71,0.37
0.71,0.3778,0.1901,0.2529,0.373,0.2015,0.2617,62074.0,33543.0,12511.0,0.65,0.2414,0.352,2883.0,4749.0,12282.0,66793.0,0.1749,0.088,91,286,49,830,HG,0.71,0.39
0.73,0.2939,0.5448,0.3818,0.296,0.5422,0.3829,62074.0,113712.0,33656.0,0.6368,0.321,0.4268,8262.0,19854.0,6903.0,51688.0,0.1749,0.3243,121,256,69,810,HG,0.73,0.05
0.73,0.2995,0.5398,0.3853,0.3016,0.537,0.3863,62074.0,110532.0,33335.0,0.6402,0.321,0.4276,8186.0,19144.0,6979.0,52398.0,0.1749,0.3152,121,256,68,811,HG,0.73,0.07
0.73,0.3035,0.5319,0.3865,0.3057,0.5293,0.3876,62074.0,107474.0,32857.0,0.6402,0.321,0.4276,8067.0,18515.0,7098.0,53027.0,0.1749,0.3066,121,256,68,811,HG,0.73,0.09
0.73,0.3077,0.5244,0.3878,0.3102,0.523,0.3895,62074.0,104637.0,32463.0,0.6383,0.3183,0.4248,7952.0,17895.0,7213.0,53647.0,0.1749,0.2981,120,257,68,811,HG,0.73,0.11
0.73,0.3103,0.5139,0.387,0.3129,0.513,0.3887,62074.0,101772.0,31844.0,0.6364,0.3156,0.422,7794.0,17321.0,7371.0,54221.0,0.1749,0.2897,119,258,68,811,HG,0.73,0.13
0.73,0.3129,0.5026,0.3857,0.3151,0.502,0.3872,62074.0,98884.0,31163.0,0.6432,0.3156,0.4235,7622.0,16739.0,7543.0,54803.0,0.1749,0.281,119,258,66,813,HG,0.73,0.15
0.73,0.316,0.4902,0.3843,0.3186,0.4908,0.3864,62074.0,95612.0,30464.0,0.6432,0.3156,0.4235,7434.0,16088.0,7731.0,55454.0,0.1749,0.2713,119,258,66,813,HG,0.73,0.17
0.73,0.3201,0.4764,0.3829,0.3225,0.4776,0.385,62074.0,91931.0,29649.0,0.6467,0.3156,0.4242,7224.0,15346.0,7941.0,56196.0,0.1749,0.2603,119,258,65,814,HG,0.73,0.19
0.73,0.3237,0.4605,0.3801,0.3262,0.4628,0.3827,62074.0,88072.0,28729.0,0.6467,0.3156,0.4242,6983.0,14592.0,8182.0,56950.0,0.1749,0.2488,119,258,65,814,HG,0.73,0.21
0.73,0.3267,0.4402,0.3751,0.3291,0.4428,0.3775,62074.0,83523.0,27485.0,0.6503,0.3156,0.425,6676.0,13758.0,8489.0,57784.0,0.1749,0.2357,119,258,64,815,HG,0.73,0.23
0.73,0.331,0.42,0.3702,0.3335,0.4238,0.3733,62074.0,78876.0,26305.0,0.6444,0.3077,0.4165,6369.0,12874.0,8796.0,58668.0,0.1749,0.2219,116,261,64,815,HG,0.73,0.25
0.73,0.3354,0.3962,0.3633,0.337,0.4,0.3658,62074.0,73682.0,24830.0,0.648,0.3077,0.4173,6009.0,11909.0,9156.0,59633.0,0.1749,0.2066,116,261,63,816,HG,0.73,0.27
0.73,0.3402,0.3695,0.3543,0.3426,0.3752,0.3582,62074.0,67979.0,23292.0,0.6457,0.2997,0.4094,5603.0,10865.0,9562.0,60677.0,0.1749,0.1899,113,264,62,817,HG,0.73,0.29
0.73,0.3448,0.3373,0.341,0.3479,0.3466,0.3472,62074.0,61826.0,21512.0,0.6509,0.2918,0.4029,5115.0,9720.0,10050.0,61822.0,0.1749,0.1711,110,267,59,820,HG,0.73,0.31
0.73,0.3495,0.3019,0.324,0.352,0.3135,0.3316,62074.0,55277.0,19459.0,0.6538,0.2706,0.3827,4578.0,8519.0,10587.0,63023.0,0.1749,0.151,102,275,54,825,HG,0.73,0.33
0.73,0.3553,0.2636,0.3027,0.357,0.2773,0.3122,62074.0,48216.0,17215.0,0.6601,0.2679,0.3811,3998.0,7254.0,11167.0,64288.0,0.1749,0.1298,101,276,52,827,HG,0.73,0.35
0.73,0.364,0.2253,0.2783,0.3626,0.2386,0.2878,62074.0,40855.0,14812.0,0.6735,0.2626,0.3779,3416.0,5968.0,11749.0,65574.0,0.1749,0.1082,99,278,48,831,HG,0.73,0.37
0.73,0.3777,0.1888,0.2517,0.3727,0.2001,0.2604,62074.0,33332.0,12424.0,0.6642,0.2361,0.3483,2863.0,4717.0,12302.0,66825.0,0.1749,0.0874,89,288,45,834,HG,0.73,0.39
0.75,0.3005,0.5314,0.3839,0.3022,0.5282,0.3845,62074.0,108478.0,32786.0,0.642,0.2997,0.4087,8059.0,18764.0,7106.0,52778.0,0.1749,0.3094,113,264,63,816,HG,0.75,0.05
0.75,0.3062,0.528,0.3876,0.308,0.5247,0.3882,62074.0,105728.0,32568.0,0.6457,0.2997,0.4094,8007.0,18142.0,7158.0,53400.0,0.1749,0.3016,113,264,62,817,HG,0.75,0.07
0.75,0.3103,0.5207,0.3889,0.3124,0.5177,0.3896,62074.0,102875.0,32135.0,0.6457,0.2997,0.4094,7897.0,17555.0,7268.0,53987.0,0.1749,0.2935,113,264,62,817,HG,0.75,0.09
0.75,0.3146,0.5141,0.3903,0.317,0.5123,0.3917,62074.0,100313.0,31801.0,0.6457,0.2997,0.4094,7797.0,16988.0,7368.0,54554.0,0.1749,0.2858,113,264,62,817,HG,0.75,0.11
0.75,0.3174,0.5044,0.3896,0.3197,0.5028,0.3909,62074.0,97619.0,31209.0,0.6437,0.2971,0.4065,7649.0,16452.0,7516.0,55090.0,0.1749,0.278,112,265,62,817,HG,0.75,0.13
0.75,0.3201,0.4936,0.3883,0.322,0.4925,0.3894,62074.0,94929.0,30571.0,0.6474,0.2971,0.4073,7486.0,15904.0,7679.0,55638.0,0.1749,0.2698,112,265,61,818,HG,0.75,0.15
0.75,0.3233,0.4818,0.3869,0.3254,0.4815,0.3884,62074.0,91858.0,29890.0,0.6474,0.2971,0.4073,7306.0,15294.0,7859.0,56248.0,0.1749,0.2606,112,265,61,818,HG,0.75,0.17
0.75,0.3278,0.4687,0.3858,0.3299,0.4693,0.3874,62074.0,88302.0,29129.0,0.6474,0.2971,0.4073,7108.0,14574.0,8057.0,56968.0,0.1749,0.2501,112,265,61,818,HG,0.75,0.19
0.75,0.3319,0.4534,0.3833,0.3339,0.4549,0.3851,62074.0,84555.0,28235.0,0.6474,0.2971,0.4073,6876.0,13838.0,8289.0,57704.0,0.1749,0.2389,112,265,61,818,HG,0.75,0.21
0.75,0.3358,0.434,0.3786,0.3376,0.4356,0.3804,62074.0,80091.0,27042.0,0.6512,0.2971,0.408,6581.0,13018.0,8584.0,58524.0,0.1749,0.226,112,265,60,819,HG,0.75,0.23
0.75,0.341,0.4146,0.3742,0.3431,0.4177,0.3767,62074.0,75570.0,25928.0,0.645,0.2891,0.3993,6287.0,12152.0,8878.0,59390.0,0.1749,0.2127,109,268,60,819,HG,0.75,0.25
0.75,0.3459,0.3914,0.3672,0.3471,0.3945,0.3693,62074.0,70539.0,24486.0,0.6488,0.2891,0.4,5935.0,11224.0,9230.0,60318.0,0.1749,0.1979,109,268,59,820,HG,0.75,0.27
0.75,0.351,0.3651,0.3579,0.3533,0.3701,0.3615,62074.0,65030.0,22974.0,0.6463,0.2812,0.3919,5536.0,10234.0,9629.0,61308.0,0.1749,0.1819,106,271,58,821,HG,0.75,0.29
0.75,0.3555,0.3332,0.344,0.3587,0.3418,0.35,62074.0,59153.0,21216.0,0.6519,0.2732,0.385,5053.0,9160.0,10112.0,62382.0,0.1749,0.1639,103,274,55,824,HG,0.75,0.31
0.75,0.3606,0.2987,0.3267,0.3631,0.3099,0.3344,62074.0,52981.0,19238.0,0.6554,0.2573,0.3695,4530.0,8034.0,10635.0,63508.0,0.1749,0.1449,97,280,51,828,HG,0.75,0.33
0.75,0.3659,0.2611,0.3048,0.3685,0.2747,0.3147,62074.0,46275.0,17051.0,0.6621,0.2546,0.3678,3960.0,6862.0,11205.0,64680.0,0.1749,0.1248,96,281,49,830,HG,0.75,0.35
0.75,0.3742,0.2235,0.2798,0.3734,0.2367,0.2897,62074.0,39349.0,14693.0,0.6763,0.2493,0.3643,3389.0,5667.0,11776.0,65875.0,0.1749,0.1044,94,283,45,834,HG,0.75,0.37
0.75,0.3869,0.1874,0.2525,0.3829,0.1988,0.2617,62074.0,32222.0,12338.0,0.6667,0.2228,0.334,2842.0,4504.0,12323.0,67038.0,0.1749,0.0847,84,293,42,837,HG,0.75,0.39
0.77,0.31,0.5184,0.388,0.3116,0.5152,0.3883,62074.0,102630.0,31980.0,0.6543,0.2812,0.3933,7862.0,17499.0,7303.0,54043.0,0.1749,0.2925,106,271,56,823,HG,0.77,0.05
0.77,0.3146,0.5155,0.3907,0.3161,0.512,0.3909,62074.0,100529.0,31782.0,0.6584,0.2812,0.3941,7817.0,17032.0,7348.0,54510.0,0.1749,0.2866,106,271,55,824,HG,0.77,0.07
0.77,0.3189,0.51,0.3924,0.3207,0.5069,0.3929,62074.0,98112.0,31467.0,0.6584,0.2812,0.3941,7734.0,16517.0,7431.0,55025.0,0.1749,0.2797,106,271,55,824,HG,0.77,0.09
0.77,0.323,0.504,0.3937,0.3252,0.5023,0.3948,62074.0,95869.0,31177.0,0.6584,0.2812,0.3941,7643.0,16017.0,7522.0,55525.0,0.1749,0.2729,106,271,55,824,HG,0.77,0.11
0.77,0.3259,0.4951,0.3931,0.328,0.4937,0.3941,62074.0,93430.0,30643.0,0.6584,0.2812,0.3941,7508.0,15530.0,7657.0,56012.0,0.1749,0.2657,106,271,55,824,HG,0.77,0.13
0.77,0.3284,0.4849,0.3916,0.3301,0.4837,0.3924,62074.0,90968.0,30028.0,0.6625,0.2812,0.3948,7354.0,15042.0,7811.0,56500.0,0.1749,0.2583,106,271,54,825,HG,0.77,0.15
0.77,0.3311,0.4733,0.3896,0.333,0.473,0.3908,62074.0,88168.0,29361.0,0.6625,0.2812,0.3948,7177.0,14498.0,7988.0,57044.0,0.1749,0.25,106,271,54,825,HG,0.77,0.17
0.77,0.3352,0.4605,0.388,0.3371,0.461,0.3894,62074.0,84875.0,28614.0,0.6625,0.2812,0.3948,6984.0,13849.0,8181.0,57693.0,0.1749,0.2403,106,271,54,825,HG,0.77,0.19
0.77,0.3389,0.4454,0.3849,0.3408,0.4468,0.3867,62074.0,81370.0,27732.0,0.6625,0.2812,0.3948,6755.0,13178.0,8410.0,58364.0,0.1749,0.2299,106,271,54,825,HG,0.77,0.21
0.77,0.3418,0.4264,0.3794,0.3438,0.4279,0.3813,62074.0,77251.0,26562.0,0.6667,0.2812,0.3955,6466.0,12450.0,8699.0,59092.0,0.1749,0.2182,106,271,53,826,HG,0.77,0.23
0.77,0.3464,0.4073,0.3744,0.3487,0.4102,0.3769,62074.0,73012.0,25460.0,0.6624,0.2759,0.3895,6176.0,11651.0,8989.0,59891.0,0.1749,0.2056,104,273,53,826,HG,0.77,0.25
0.77,0.3506,0.3847,0.3669,0.352,0.3877,0.369,62074.0,68358.0,24064.0,0.6667,0.2759,0.3902,5834.0,10805.0,9331.0,60737.0,0.1749,0.1919,104,273,52,827,HG,0.77,0.27
0.77,0.3553,0.3592,0.3572,0.3577,0.3643,0.361,62074.0,63226.0,22615.0,0.6645,0.2679,0.3819,5447.0,9885.0,9718.0,61657.0,0.1749,0.1768,101,276,51,828,HG,0.77,0.29
0.77,0.3593,0.3281,0.343,0.3625,0.3367,0.3491,62074.0,57652.0,20898.0,0.6735,0.2626,0.3779,4976.0,8874.0,10189.0,62668.0,0.1749,0.1597,99,278,48,831,HG,0.77,0.31
0.77,0.3639,0.2946,0.3256,0.3666,0.3056,0.3333,62074.0,51752.0,18971.0,0.6788,0.2467,0.3619,4467.0,7809.0,10698.0,63733.0,0.1749,0.1416,93,284,44,835,HG,0.77,0.33
